id,first_name,last_name,gender,current_year,current_college,shs_strand,first_choice,second_choice,third_choice,current_course,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,result,Different_Course
204,,,,,,,,,,,3,3,3,2,1,4,4,1,3,4,4,4,4,4,2,3,4,3,3,1,3,1,2,3,3,0,0
205,,,,,,,,,,,4,4,4,4,1,3,3,2,3,3,2,3,3,3,2,3,3,2,2,2,3,2,3,3,3,0,0
206,,,,,,,,,,,3,4,4,4,1,3,3,3,3,4,2,3,4,3,2,3,4,4,4,2,3,3,3,2,3,0,1
207,,,,,,,,,,,3,3,3,3,1,3,2,2,2,3,2,2,3,3,2,3,3,2,2,2,3,3,3,4,1,0,1
208,,,,,,,,,,,3,3,4,3,1,3,3,3,3,3,3,3,2,1,2,3,3,2,3,2,3,2,3,4,3,0,0
209,,,,,,,,,,,3,3,3,3,1,3,3,3,3,3,3,2,3,2,2,2,3,2,2,2,3,2,3,3,2,0,0
210,,,,,,,,,,,4,4,4,4,1,2,1,1,3,2,3,3,2,3,2,3,2,3,3,4,2,3,3,4,3,0,1
211,,,,,,,,,,,4,4,4,4,1,4,4,3,3,2,4,4,4,4,2,1,2,2,3,1,2,2,2,3,1,0,1
212,,,,,,,,,,,4,4,4,4,1,4,4,4,3,3,4,4,4,2,2,4,3,4,2,3,3,2,3,3,2,0,1
213,,,,,,,,,,,3,3,4,4,1,4,4,4,3,4,3,3,4,2,2,3,4,4,3,2,2,1,3,3,2,0,1
214,,,,,,,,,,,3,4,3,3,1,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,3,4,3,3,2,0,0
215,,,,,,,,,,,4,3,4,3,1,1,2,2,3,3,1,2,1,2,2,4,3,3,3,2,3,2,1,3,2,0,0
216,,,,,,,,,,,4,4,4,4,1,3,3,3,3,3,3,3,4,3,2,3,3,3,3,2,3,3,3,3,4,0,0
217,,,,,,,,,,,4,1,3,3,1,2,4,3,3,3,4,2,2,2,2,3,3,2,4,3,2,2,1,4,1,0,0
218,,,,,,,,,,,4,3,4,3,1,2,3,3,3,2,4,4,3,4,2,3,2,2,1,4,3,3,3,4,1,0,1
219,,,,,,,,,,,3,3,3,3,1,2,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,2,2,4,1,0,1
220,,,,,,,,,,,3,4,2,2,1,2,4,3,3,3,3,3,3,2,2,2,3,2,1,2,3,4,3,4,2,0,0
221,,,,,,,,,,,4,4,4,4,1,4,4,3,3,4,2,3,4,1,2,3,4,3,2,1,3,3,3,3,1,0,0
222,,,,,,,,,,,4,4,4,4,1,3,2,2,3,2,3,3,3,4,2,2,2,2,3,4,2,2,3,3,2,0,1
223,,,,,,,,,,,3,3,3,3,1,4,3,3,2,3,2,2,3,2,2,3,3,3,2,2,3,3,2,3,3,0,1
224,,,,,,,,,,,4,3,3,4,1,2,2,2,3,3,3,3,4,4,2,3,3,3,3,3,3,3,3,3,4,0,1
225,,,,,,,,,,,4,4,4,4,1,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,0,0
226,,,,,,,,,,,4,4,3,4,1,3,3,2,3,3,2,3,2,3,2,3,3,3,2,2,3,2,3,3,3,0,1
227,,,,,,,,,,,3,4,4,4,1,3,3,2,3,3,2,2,3,3,2,3,3,1,2,3,3,1,3,4,3,0,0
228,,,,,,,,,,,3,3,4,4,1,2,2,2,3,2,2,3,3,3,2,2,2,2,3,3,2,3,3,4,3,0,0
229,,,,,,,,,,,3,2,4,3,1,4,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,2,3,3,2,0,0
230,,,,,,,,,,,3,4,3,3,1,3,3,3,3,3,3,3,3,2,2,3,3,3,2,4,3,3,3,3,3,0,1
231,,,,,,,,,,,4,2,3,4,1,4,4,4,3,3,3,3,4,2,2,4,3,3,3,3,3,2,3,3,3,0,1
232,,,,,,,,,,,4,3,4,4,1,3,3,1,3,3,2,4,1,1,2,3,3,2,2,2,2,3,3,4,2,0,0
233,,,,,,,,,,,3,3,4,4,1,3,3,3,3,3,3,3,4,2,2,3,3,3,2,2,3,2,2,3,3,0,0
234,,,,,,,,,,,4,3,4,4,1,3,4,2,3,4,3,4,4,2,2,3,4,2,4,1,3,1,2,3,2,0,0
235,,,,,,,,,,,4,4,4,4,1,2,3,3,3,3,2,3,4,4,2,3,3,2,2,1,3,3,3,4,2,0,0
236,,,,,,,,,,,4,3,4,3,1,2,4,3,3,4,2,3,3,2,2,3,4,2,3,3,1,1,1,4,2,0,0
237,,,,,,,,,,,3,4,4,4,1,3,3,3,3,3,2,2,3,3,2,3,3,2,3,3,2,2,3,4,3,0,0
238,,,,,,,,,,,4,3,4,4,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,0,1
239,,,,,,,,,,,3,3,4,3,2,2,2,2,3,2,1,2,3,3,2,2,2,2,2,4,2,3,3,4,2,0,1
240,,,,,,,,,,,4,4,4,4,2,3,3,1,3,3,2,3,3,2,2,3,3,3,2,1,3,3,3,4,4,0,1
241,,,,,,,,,,,3,3,4,3,2,3,3,3,3,3,2,3,3,2,2,3,3,3,2,2,2,2,3,3,3,0,0
242,,,,,,,,,,,3,2,3,3,2,2,2,2,3,3,2,3,2,4,2,3,3,3,2,3,2,2,3,4,3,0,1
243,,,,,,,,,,,2,3,4,4,2,2,2,2,3,3,2,3,3,4,2,2,3,1,2,3,2,3,4,4,4,0,1
244,,,,,,,,,,,2,3,3,3,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,3,2,2,1,3,3,0,1
245,,,,,,,,,,,4,4,4,4,2,4,3,3,3,3,3,4,3,3,2,3,3,3,2,2,3,2,3,4,3,0,0
246,,,,,,,,,,,3,4,3,4,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,3,2,2,3,4,3,0,0
247,,,,,,,,,,,3,2,3,4,2,2,2,2,3,2,2,2,3,3,2,2,2,3,3,2,3,2,3,3,2,0,1
248,,,,,,,,,,,3,4,4,4,2,2,3,2,3,3,2,2,2,2,2,3,3,3,2,4,3,3,3,4,2,0,1
249,,,,,,,,,,,3,3,3,2,1,2,2,1,2,2,3,3,3,3,2,3,2,1,2,2,2,2,2,4,1,0,1
250,,,,,,,,,,,4,4,4,4,2,2,4,2,3,2,4,4,4,1,2,2,2,1,3,1,2,3,1,4,1,0,1
251,,,,,,,,,,,4,4,4,4,1,3,3,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,1,4,1,0,1
252,,,,,,,,,,,4,3,4,4,2,2,2,2,3,3,4,4,4,4,2,4,3,2,3,2,2,2,4,4,4,0,1
253,,,,,,,,,,,3,4,3,3,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,4,2,2,2,4,2,0,1
254,,,,,,,,,,,4,3,3,4,2,3,3,1,3,3,3,4,3,3,2,3,3,1,2,2,2,2,3,4,3,0,1
255,,,,,,,,,,,3,3,4,3,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,2,3,0,0
256,,,,,,,,,,,3,3,4,4,2,2,3,2,3,3,4,4,3,4,2,3,3,2,2,3,3,2,3,4,3,0,1
257,,,,,,,,,,,2,1,3,2,4,2,2,2,3,2,2,3,1,4,2,2,2,2,3,4,2,3,2,4,3,0,1
258,,,,,,,,,,,1,3,3,3,1,3,3,3,-1,3,1,1,1,1,2,1,3,1,1,1,1,1,1,3,1,0,0
259,,,,,,,,,,,4,3,3,3,1,3,4,3,2,3,3,3,3,3,2,3,3,3,2,3,3,1,1,3,3,0,0
260,,,,,,,,,,,3,3,4,4,1,3,3,3,-1,3,3,3,4,2,2,3,3,3,2,2,3,3,3,3,4,0,0
261,,,,,,,,,,,3,3,3,3,1,3,3,3,1,3,2,2,3,2,2,2,3,3,3,1,2,1,3,2,1,0,0
262,,,,,,,,,,,4,3,4,4,1,3,3,3,6,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,0,1
263,,,,,,,,,,,2,4,4,4,1,3,4,4,-1,3,2,3,3,2,2,3,3,2,3,3,3,3,3,4,4,0,0
264,,,,,,,,,,,3,3,3,3,1,3,3,2,4,3,3,3,2,3,2,2,3,3,3,3,2,3,3,4,2,0,0
265,,,,,,,,,,,3,4,4,4,1,4,3,3,6,3,1,3,4,3,2,3,3,3,2,2,1,2,3,2,3,0,1
266,,,,,,,,,,,4,2,4,3,1,2,1,1,6,1,4,4,4,3,2,3,1,1,4,1,3,1,2,1,1,0,1
267,,,,,,,,,,,4,3,4,4,1,2,2,2,6,2,3,3,3,3,2,3,2,2,2,4,2,3,3,4,4,0,1
268,,,,,,,,,,,3,2,3,4,1,2,2,3,1,2,2,4,3,3,2,2,2,2,3,1,2,2,2,3,4,0,1
269,,,,,,,,,,,4,4,4,3,1,4,4,4,1,3,3,3,4,3,2,3,3,3,2,1,3,3,3,2,2,0,0
270,,,,,,,,,,,3,4,4,3,1,3,4,4,1,4,3,4,3,3,2,3,4,3,2,3,3,2,3,3,4,0,0
271,,,,,,,,,,,4,3,3,3,1,2,2,2,1,3,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,0,1
272,,,,,,,,,,,3,4,4,4,2,3,3,2,1,3,2,2,3,3,2,3,3,2,2,2,3,2,3,4,3,0,0
273,,,,,,,,,,,3,4,4,4,1,4,4,4,6,4,1,3,4,2,2,3,4,2,2,1,3,3,4,4,4,0,0
274,,,,,,,,,,,3,2,2,3,1,4,4,4,-1,4,1,2,2,2,2,3,4,4,3,3,3,3,3,3,2,0,0
275,,,,,,,,,,,3,2,4,4,1,3,3,3,-1,3,2,2,3,1,2,2,3,2,3,3,3,2,1,4,1,0,0
276,,,,,,,,,,,3,2,3,4,1,4,3,2,-1,3,3,3,3,2,2,2,3,2,2,2,2,2,3,4,2,0,0
277,,,,,,,,,,,3,3,4,4,1,4,4,4,1,3,2,2,4,3,2,3,3,3,2,2,3,2,2,2,3,0,0
278,,,,,,,,,,,1,4,4,3,4,1,1,1,1,1,3,3,1,1,2,1,1,2,4,4,1,2,1,4,2,0,1
279,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,2,1,4,3,0,1
280,,,,,,,,,,,3,3,3,3,1,2,2,2,1,3,2,2,3,3,2,3,3,2,2,3,3,3,3,3,2,0,1
281,,,,,,,,,,,3,2,3,3,1,2,3,2,1,3,2,2,3,2,2,3,3,3,2,3,3,3,3,2,3,0,1
282,,,,,,,,,,,4,4,4,3,1,2,2,2,1,2,2,3,3,2,2,3,2,2,2,4,2,3,3,4,2,0,1
283,,,,,,,,,,,4,4,4,4,1,3,3,2,1,3,2,2,3,3,2,3,3,3,2,1,2,1,1,3,3,0,1
284,,,,,,,,,,,3,3,3,3,1,2,2,2,1,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,0,1
285,,,,,,,,,,,4,4,4,4,1,2,2,2,1,2,2,3,3,3,2,3,2,2,2,3,2,1,1,4,2,0,1
286,,,,,,,,,,,4,3,4,4,1,3,3,3,1,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,0,0
287,,,,,,,,,,,4,4,4,4,1,4,4,3,1,2,4,4,4,1,2,1,2,4,4,1,4,1,1,2,2,0,1
288,,,,,,,,,,,4,3,3,4,1,4,4,3,1,3,3,4,3,4,2,1,3,1,3,2,2,2,2,4,2,0,0
289,,,,,,,,,,,3,4,4,4,1,3,4,4,1,4,3,3,3,3,2,3,4,3,2,3,3,3,3,2,3,0,0
290,,,,,,,,,,,4,3,4,4,1,3,3,3,1,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,3,0,0
291,,,,,,,,,,,3,2,3,3,1,3,4,3,1,4,3,3,2,1,2,4,4,3,2,1,3,3,3,3,3,0,0
292,,,,,,,,,,,3,2,4,3,1,1,2,2,1,3,2,2,2,1,2,3,3,2,2,3,3,3,3,4,1,0,0
293,,,,,,,,,,,4,3,4,4,1,3,4,3,1,3,2,2,3,2,2,3,3,3,2,2,2,3,3,3,3,0,0
294,,,,,,,,,,,4,3,4,4,1,4,4,4,1,3,4,4,4,1,2,1,3,3,4,1,2,1,1,3,2,0,0
295,,,,,,,,,,,4,4,4,2,1,3,4,4,1,4,2,4,4,2,2,3,4,2,2,2,3,3,4,4,2,0,1
296,,,,,,,,,,,4,3,3,3,1,3,3,2,1,3,2,3,3,3,2,3,3,2,2,2,3,2,3,4,3,0,0
297,,,,,,,,,,,4,3,4,4,1,3,4,4,1,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,0,0
298,,,,,,,,,,,4,4,4,4,1,3,3,3,1,4,2,3,2,2,2,4,4,3,2,2,3,3,3,2,1,0,0
299,,,,,,,,,,,3,4,3,3,1,2,3,2,1,3,2,3,2,2,2,3,3,2,2,3,3,3,3,3,3,0,1
300,,,,,,,,,,,3,2,3,3,1,4,3,3,1,3,3,2,3,3,2,2,3,2,3,2,3,2,2,4,3,0,1
301,,,,,,,,,,,4,4,4,4,1,3,4,3,1,3,4,4,4,4,2,2,3,1,3,3,3,2,3,2,4,0,1
302,,,,,,,,,,,4,2,3,4,1,2,3,1,1,1,1,2,2,2,2,2,1,1,2,3,2,3,3,4,1,0,1
303,,,,,,,,,,,2,4,3,4,1,3,2,2,2,3,2,3,2,3,2,3,3,2,2,2,3,2,2,4,2,0,1
304,,,,,,,,,,,3,3,3,4,1,2,4,3,1,4,2,3,3,3,2,3,4,3,2,1,3,3,3,3,1,0,0
305,,,,,,,,,,,3,3,3,3,1,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,0
306,,,,,,,,,,,4,4,4,4,1,4,4,4,1,3,2,3,4,2,2,3,3,3,2,2,3,3,3,3,3,0,1
307,,,,,,,,,,,4,4,4,4,1,3,2,2,1,3,2,3,3,2,2,2,3,3,2,4,3,3,3,3,2,0,1
308,,,,,,,,,,,3,3,4,3,1,3,3,2,1,3,2,3,3,2,2,3,3,3,2,2,2,2,1,3,1,0,0
309,,,,,,,,,,,4,4,4,4,1,4,4,4,1,4,4,4,2,1,2,2,4,2,1,1,3,2,3,3,1,0,0
310,,,,,,,,,,,3,3,4,3,1,2,2,2,1,1,2,2,3,2,2,1,1,3,4,4,2,2,2,2,2,0,1
311,,,,,,,,,,,4,3,4,4,1,2,4,3,1,4,1,4,3,1,2,4,4,4,1,2,3,3,4,4,2,0,1
312,,,,,,,,,,,3,4,2,3,1,3,3,4,1,3,1,4,3,2,2,2,3,2,4,2,2,2,4,3,1,0,0
313,,,,,,,,,,,4,1,4,4,1,3,3,3,1,3,1,1,3,1,2,3,3,1,2,1,2,2,1,4,4,0,0
314,,,,,,,,,,,3,3,3,3,1,3,3,2,1,3,2,3,3,3,2,3,3,2,2,2,3,3,3,4,3,0,1
315,,,,,,,,,,,3,3,3,3,1,2,4,2,1,4,2,2,3,2,2,4,4,4,2,2,3,3,3,3,3,0,0
316,,,,,,,,,,,4,4,4,4,1,4,4,4,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,0,0
317,,,,,,,,,,,3,4,4,4,1,3,4,3,2,4,3,3,3,3,2,3,4,3,2,3,3,3,3,3,3,0,0
318,,,,,,,,,,,4,3,3,3,2,3,3,2,1,3,3,3,3,2,2,3,3,2,2,3,3,2,3,4,2,0,1
319,,,,,,,,,,,3,3,4,4,2,2,2,2,1,2,2,3,2,2,2,3,2,3,3,4,2,4,2,4,3,0,1
320,,,,,,,,,,,3,3,3,3,2,2,2,2,1,2,2,3,2,3,2,2,2,2,3,4,3,2,3,4,2,0,1
321,,,,,,,,,,,4,4,4,4,1,4,3,1,1,2,2,3,2,1,2,3,2,2,2,3,3,3,2,4,4,0,0
322,,,,,,,,,,,3,3,3,3,1,2,3,2,1,1,2,3,3,3,2,3,1,2,2,4,3,3,3,4,2,0,1
323,,,,,,,,,,,4,4,4,4,2,2,3,2,1,3,3,2,1,2,2,2,3,3,2,1,3,3,3,3,4,0,0
324,,,,,,,,,,,3,4,4,4,1,2,3,2,1,3,3,3,1,3,2,2,3,1,4,3,2,2,2,4,1,0,0
325,,,,,,,,,,,3,4,4,3,1,3,3,3,1,3,3,3,3,2,2,3,3,2,3,2,3,1,1,3,3,0,1
326,,,,,,,,,,,3,3,3,2,1,3,4,4,1,3,2,2,1,2,2,3,3,3,2,3,3,3,3,3,3,0,0
327,,,,,,,,,,,3,3,3,4,1,2,2,2,1,3,3,3,2,3,2,4,3,2,2,4,3,2,3,4,3,0,0
328,,,,,,,,,,,3,3,3,2,1,3,4,4,2,3,3,3,1,2,2,3,3,2,2,1,3,4,3,3,3,0,0
329,,,,,,,,,,,3,2,3,3,1,2,2,2,1,2,2,3,1,2,2,3,2,2,2,4,2,2,2,4,2,0,0
330,,,,,,,,,,,3,2,3,3,1,3,3,2,1,3,2,3,2,2,2,3,3,3,2,2,3,3,3,4,1,0,0
331,,,,,,,,,,,3,2,3,3,1,3,4,2,1,3,2,2,2,2,2,1,3,2,4,4,3,2,1,3,2,0,0
332,,,,,,,,,,,4,4,4,3,1,3,1,1,1,2,1,3,3,2,2,3,2,1,2,3,2,3,2,1,3,0,1
333,,,,,,,,,,,4,3,3,2,1,3,3,2,1,4,2,2,3,3,2,2,4,2,3,3,3,3,3,4,3,0,0
334,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,0,0
335,,,,,,,,,,,2,2,4,4,2,1,1,1,1,3,2,2,3,3,2,2,3,1,2,4,2,3,3,4,3,0,1
336,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,3,3,0,0
337,,,,,,,,,,,4,4,4,1,4,1,1,1,1,1,3,1,3,3,2,1,1,2,3,1,2,3,3,2,1,0,1
338,,,,,,,,,,,3,3,4,3,1,3,3,3,1,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,3,0,0
339,,,,,,,,,,,4,4,4,4,1,2,2,2,1,3,4,3,4,3,2,3,3,2,3,4,2,2,2,4,3,0,1
340,,,,,,,,,,,3,3,3,3,1,3,4,3,1,3,2,2,3,3,2,3,3,3,2,3,3,3,3,2,3,0,0
341,,,,,,,,,,,4,4,4,4,1,2,3,3,1,3,3,3,1,1,2,2,3,3,4,3,2,2,2,4,2,0,1
342,,,,,,,,,,,4,4,4,4,1,4,3,3,1,3,3,3,3,2,2,3,3,2,3,1,3,2,3,3,3,0,0
343,,,,,,,,,,,3,4,3,4,1,1,2,2,1,2,2,2,2,4,2,2,2,2,3,4,2,1,2,4,1,0,1
344,,,,,,,,,,,4,3,4,4,1,1,3,1,2,3,2,2,3,3,2,3,3,2,3,3,3,1,3,4,3,0,0
345,,,,,,,,,,,3,3,4,4,1,2,2,2,1,2,3,3,2,3,2,3,2,2,3,3,2,3,3,4,2,0,0
346,,,,,,,,,,,3,3,4,3,1,2,2,2,1,2,3,2,3,2,2,2,2,1,4,2,2,2,1,3,1,0,0
347,,,,,,,,,,,4,3,4,4,1,4,4,3,1,4,2,3,3,2,2,3,4,3,2,2,3,2,3,2,3,0,0
348,,,,,,,,,,,4,1,1,4,1,3,3,2,1,3,2,2,1,4,2,3,3,2,4,1,2,1,1,4,3,0,0
349,,,,,,,,,,,4,4,4,4,1,2,3,2,1,2,3,3,1,1,2,3,2,3,2,2,2,2,2,4,1,0,1
350,,,,,,,,,,,3,3,3,3,1,3,3,3,1,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,3,0,0
351,,,,,,,,,,,3,3,3,4,1,2,2,2,1,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,0,1
352,,,,,,,,,,,3,3,4,3,1,3,3,3,2,3,3,3,2,3,2,3,3,1,2,3,2,2,3,3,1,0,0
353,,,,,,,,,,,4,2,4,4,1,4,4,4,1,4,2,2,4,2,2,4,4,4,2,2,3,2,2,1,2,0,0
354,,,,,,,,,,,4,4,3,3,1,3,4,3,1,3,2,3,4,3,2,3,3,3,2,1,2,2,3,3,3,0,0
355,,,,,,,,,,,3,3,4,4,1,2,2,2,1,2,2,3,3,3,2,3,2,1,2,2,2,2,3,4,2,0,1
356,,,,,,,,,,,2,2,4,4,1,2,1,1,1,1,3,2,2,3,2,2,1,1,3,4,2,2,2,4,3,0,1
357,,,,,,,,,,,4,3,4,4,1,3,3,3,1,4,3,3,3,3,2,3,4,3,2,1,3,3,3,2,3,0,0
358,,,,,,,,,,,3,2,2,4,1,2,2,2,1,1,1,1,3,1,2,1,1,3,4,4,1,2,1,2,1,0,0
359,,,,,,,,,,,3,4,4,4,1,3,3,3,1,3,4,3,3,3,2,3,3,2,3,2,3,2,3,4,3,0,0
360,,,,,,,,,,,4,2,2,2,1,2,2,2,1,2,3,3,2,2,2,2,2,1,2,2,1,3,1,4,2,0,0
361,,,,,,,,,,,3,3,4,4,2,3,1,1,1,1,3,3,3,2,2,2,1,2,3,4,1,2,3,4,3,0,1
362,,,,,,,,,,,4,4,3,3,2,1,2,3,1,2,2,2,3,2,2,3,2,3,3,2,2,2,2,3,4,0,0
363,,,,,,,,,,,4,1,4,4,1,3,4,2,1,3,2,3,2,2,2,3,3,2,1,2,2,2,2,3,2,0,0
364,,,,,,,,,,,3,2,3,3,1,3,2,1,1,3,1,2,3,2,2,3,3,3,2,3,3,2,3,4,3,0,1
365,,,,,,,,,,,2,3,4,4,1,4,4,4,1,3,2,2,3,2,2,3,3,3,4,2,3,3,3,3,3,0,0
366,,,,,,,,,,,3,1,3,2,1,2,3,2,1,4,3,3,2,3,2,4,4,2,2,1,2,1,1,3,2,0,0
367,,,,,,,,,,,3,2,4,4,1,3,3,2,2,3,2,2,2,1,2,2,3,3,3,1,1,3,3,3,3,0,0
368,,,,,,,,,,,3,4,4,4,1,3,2,2,1,3,1,3,1,1,2,2,3,3,2,2,3,2,2,3,3,0,1
369,,,,,,,,,,,2,3,3,3,1,3,3,2,6,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,2,0,0
370,,,,,,,,,,,3,2,4,3,1,3,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,3,2,3,2,0,1
371,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,0,0
372,,,,,,,,,,,4,2,3,2,1,2,2,2,2,3,1,1,4,3,2,3,3,2,2,2,4,4,3,4,3,0,1
373,,,,,,,,,,,3,3,3,3,1,2,2,2,2,3,2,2,3,1,2,2,3,1,2,3,2,2,2,4,2,0,0
374,,,,,,,,,,,3,3,4,3,1,3,4,3,2,3,2,3,3,3,2,2,3,2,3,2,3,3,3,3,3,0,0
375,,,,,,,,,,,3,2,3,4,1,4,4,4,2,3,2,3,3,2,2,3,3,3,2,3,3,3,1,3,3,0,0
376,,,,,,,,,,,3,3,3,3,1,2,3,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,3,3,0,0
377,,,,,,,,,,,3,3,4,4,1,2,2,2,2,2,3,3,1,1,2,2,2,2,3,3,3,3,3,4,3,0,1
378,,,,,,,,,,,3,4,3,2,1,2,3,2,2,3,3,3,3,1,2,3,3,3,2,1,2,3,3,4,2,0,0
379,,,,,,,,,,,2,2,2,3,1,1,1,1,2,1,3,3,3,3,2,2,1,1,2,3,1,2,1,4,2,0,1
380,,,,,,,,,,,4,3,4,4,1,4,4,4,2,4,2,2,3,3,2,2,4,3,4,1,2,2,2,3,3,0,0
381,,,,,,,,,,,4,3,4,4,1,2,3,2,2,3,2,3,4,3,2,2,3,2,3,3,3,3,2,4,2,0,1
382,,,,,,,,,,,2,3,3,3,1,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,2,1,0,1
383,,,,,,,,,,,3,2,4,4,1,2,2,2,2,4,3,4,2,3,2,3,4,3,3,4,3,2,2,3,1,0,0
384,,,,,,,,,,,4,4,4,4,1,3,3,4,2,3,2,3,4,3,2,3,3,3,2,2,3,4,4,3,3,0,1
385,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,2,3,3,2,3,3,3,0,0
386,,,,,,,,,,,4,4,4,4,1,3,3,3,2,2,3,3,3,2,2,3,2,3,2,2,2,2,3,3,3,0,1
387,,,,,,,,,,,3,3,3,4,1,3,3,3,2,3,2,3,3,3,2,3,3,2,2,1,3,2,3,3,3,0,0
388,,,,,,,,,,,3,3,4,4,1,3,3,3,2,4,3,3,3,3,2,3,4,2,3,2,3,2,2,4,3,0,0
389,,,,,,,,,,,3,3,3,3,1,3,3,2,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,4,3,0,1
390,,,,,,,,,,,3,4,3,3,1,3,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,3,2,3,0,0
391,,,,,,,,,,,3,3,4,3,1,3,3,3,2,2,3,3,3,2,2,3,2,2,3,2,2,2,3,3,2,0,0
392,,,,,,,,,,,4,3,4,4,1,4,4,3,2,3,3,3,4,3,2,3,3,3,3,2,3,3,3,4,3,0,0
393,,,,,,,,,,,3,3,3,3,1,3,3,3,2,2,3,3,3,4,2,2,2,1,1,4,2,2,1,4,4,0,1
394,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,2,3,2,3,3,2,3,2,2,2,2,4,2,0,1
395,,,,,,,,,,,4,2,3,3,1,3,3,3,2,3,2,2,3,2,2,3,3,3,2,2,2,2,3,4,3,0,1
396,,,,,,,,,,,4,4,4,4,1,4,4,3,2,4,3,4,4,3,2,3,4,3,2,2,4,4,4,2,4,0,0
397,,,,,,,,,,,4,3,4,4,1,4,4,3,2,3,3,3,4,2,2,3,3,3,2,1,3,3,4,3,3,0,1
398,,,,,,,,,,,4,3,4,4,1,3,3,3,2,2,3,3,1,2,2,2,2,2,1,2,2,1,4,3,3,0,0
399,,,,,,,,,,,3,2,4,4,1,2,2,3,2,3,2,2,2,2,2,3,3,2,3,3,2,2,3,4,2,0,0
400,,,,,,,,,,,3,2,4,4,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,0,0
401,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,0,1
402,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,3,3,0,0
403,,,,,,,,,,,3,2,3,3,1,3,3,2,2,3,2,3,2,2,2,3,3,2,2,2,4,4,3,3,3,0,1
404,,,,,,,,,,,4,3,4,4,1,3,3,3,2,4,2,2,3,3,2,3,4,2,2,3,3,3,3,3,3,0,0
405,,,,,,,,,,,4,4,3,4,1,4,2,3,2,3,1,3,4,1,2,4,3,1,1,1,3,3,3,4,3,0,0
406,,,,,,,,,,,4,4,4,4,1,3,4,3,2,4,2,3,3,3,2,3,4,4,2,4,3,3,4,4,3,0,0
407,,,,,,,,,,,4,4,4,4,1,4,3,3,2,4,3,3,4,3,2,3,4,1,3,1,3,2,2,1,3,0,0
408,,,,,,,,,,,4,4,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,2,3,2,2,3,2,4,3,0,0
409,,,,,,,,,,,3,3,3,2,1,3,3,3,2,3,2,3,3,3,2,3,3,2,2,3,2,3,2,4,3,0,1
410,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,1,3,2,3,3,4,0,0
